job_id,controller,block,step,node_id,actual_parent_id,branch_slot,available_count,distinct_tags,multi_branch_slot,family_priority_varies,fifo_parent_id,full_parent_id,gain_only_parent_id,full_vs_fifo_differs,full_vs_gain_differs,actual_differs_fifo,actual_differs_gain,family_fallback_count,family_observations_min,q_min,q_max,q_span,weighted_gain_min,weighted_gain_max,weighted_gain_span,q_span_greater_than_gain_span,valid_child,parent_improved,global_improved,admitted,classification,parent_gain,loss,attempt_depth,success_depth,different_choice_followed_by_parent_gain,claim
minimax-relational_branch-b4,relational_branch,4,7,10,8,True,1,1,False,False,8,8,8,False,False,False,False,1,1,0.2222222222222222,0.2222222222222222,0.0,0.0003850850210190965,0.0003850850210190965,0.0,False,False,False,False,False,invalid_program,,,2,,False,unexecuted alternative rankings do not predict alternative offspring
minimax-niche_fixed_dev-b4,niche_fixed_dev,4,0,3,1,False,0,0,False,False,,,,False,False,False,False,0,,,,0.0,,,0.0,False,False,False,False,False,invalid_program,,,,,False,unexecuted alternative rankings do not predict alternative offspring
minimax-niche_fixed_dev-b4,niche_fixed_dev,4,1,4,2,False,0,0,False,False,,,,False,False,False,False,0,,,,0.0,,,0.0,False,False,False,False,False,invalid_program,,,,,False,unexecuted alternative rankings do not predict alternative offspring
minimax-niche_fixed_dev-b4,niche_fixed_dev,4,2,5,1,False,0,0,False,False,,,,False,False,False,False,0,,,,0.0,,,0.0,False,False,False,False,False,invalid_program,,,,,False,unexecuted alternative rankings do not predict alternative offspring
minimax-niche_fixed_dev-b4,niche_fixed_dev,4,3,6,2,False,0,0,False,False,,,,False,False,False,False,0,,,,0.0,,,0.0,False,True,False,False,False,low_quality_novel_behavior,-0.07834952345581743,0.15966726146554677,,,False,unexecuted alternative rankings do not predict alternative offspring
minimax-niche_fixed_dev-b4,niche_fixed_dev,4,4,7,,False,0,0,False,False,,,,False,False,False,False,0,,,,0.0,,,0.0,False,True,False,False,False,competitive_novel_behavior_without_parent_gain,,0.07275307455047628,,,False,unexecuted alternative rankings do not predict alternative offspring
minimax-niche_fixed_dev-b4,niche_fixed_dev,4,5,8,1,False,0,0,False,False,,,,False,False,False,False,0,,,,0.0,,,0.0,False,True,False,False,False,competitive_novel_behavior_without_parent_gain,-0.023180115932205925,0.088469681207284,,,False,unexecuted alternative rankings do not predict alternative offspring
minimax-niche_fixed_dev-b4,niche_fixed_dev,4,6,9,1,False,0,0,False,False,,,,False,False,False,False,0,,,,0.0,,,0.0,False,False,False,False,False,invalid_program,,,,,False,unexecuted alternative rankings do not predict alternative offspring
minimax-niche_fixed_dev-b4,niche_fixed_dev,4,7,10,8,False,0,0,False,False,,,,False,False,False,False,0,,,,0.0,,,0.0,False,False,False,False,False,invalid_program,,,,,False,unexecuted alternative rankings do not predict alternative offspring
minimax-relational_branch-b9,relational_branch,9,0,3,1,False,0,0,False,False,,,,False,False,False,False,0,,,,0.0,,,0.0,False,False,False,False,False,invalid_program,,,,,False,unexecuted alternative rankings do not predict alternative offspring
minimax-relational_branch-b9,relational_branch,9,1,4,1,False,0,0,False,False,,,,False,False,False,False,0,,,,0.0,,,0.0,False,False,False,False,False,invalid_program,,,,,False,unexecuted alternative rankings do not predict alternative offspring
minimax-relational_branch-b9,relational_branch,9,2,5,1,False,0,0,False,False,,,,False,False,False,False,0,,,,0.0,,,0.0,False,False,False,False,False,invalid_program,,,,,False,unexecuted alternative rankings do not predict alternative offspring
minimax-relational_branch-b9,relational_branch,9,3,6,1,False,0,0,False,False,,,,False,False,False,False,0,,,,0.0,,,0.0,False,False,False,False,False,invalid_program,,,,,False,unexecuted alternative rankings do not predict alternative offspring
minimax-relational_branch-b9,relational_branch,9,4,7,,False,0,0,False,False,,,,False,False,False,False,0,,,,0.0,,,0.0,False,False,False,False,False,invalid_program,,,,,False,unexecuted alternative rankings do not predict alternative offspring
minimax-relational_branch-b9,relational_branch,9,5,8,1,False,0,0,False,False,,,,False,False,False,False,0,,,,0.0,,,0.0,False,False,False,False,False,invalid_program,,,,,False,unexecuted alternative rankings do not predict alternative offspring
minimax-relational_branch-b9,relational_branch,9,6,9,1,False,0,0,False,False,,,,False,False,False,False,0,,,,0.0,,,0.0,False,False,False,False,False,invalid_program,,,,,False,unexecuted alternative rankings do not predict alternative offspring
minimax-relational_branch-b9,relational_branch,9,7,10,1,False,0,0,False,False,,,,False,False,False,False,0,,,,0.0,,,0.0,False,False,False,False,False,invalid_program,,,,,False,unexecuted alternative rankings do not predict alternative offspring
