block,delta_pp,fifo_test_gap,ranked_test_gap,seed
11,-1.2329599972511471,0.05826847546400602,0.04593887549149455,0
11,2.5255904607180515,0.04057619162920321,0.06583209623638372,1
12,0.7158903532512146,0.044742584515454126,0.05190148804796627,0
12,-1.047301397433806,0.04257058331341494,0.032097569339076884,1
13,1.6976514160202987,0.047461401150884916,0.0644379153110879,0
13,-0.23539568022386756,0.04317054908983054,0.040816592287591866,1
