job_id,provider,model,task,method,block,regime,steps,token_budget,single_test_loss,selector_test_loss,single_algorithm_seconds,selected_algorithm_seconds,saved_selector_feature_and_predict_seconds,selector_total_seconds,end_to_end_time_ratio,single_feature_calls,selected_feature_calls,selected_local_checks,test_instances,prediction_timing_mode,exact_reference_generation_timed,replay_matches
qwen-tsp-relational_qp_rr-b3-tokens30000,alibaba-token-plan-cn,qwen3.7-plus,tsp,relational_qp_rr,3,tokens30000,32,30000,0.06278023053274404,0.059141627545738644,0.2113294000737369,0.2139286999590695,0.07398920005653054,0.2879179000156,1.3624128962422641,2376,2376,864,36,saved 36-instance batch time averaged per instance,False,True
qwen-tsp-relational_rr-b3-slots8,alibaba-token-plan-cn,qwen3.7-plus,tsp,relational_rr,3,slots8,8,,0.054542533625406876,0.054542533625406876,0.22942659992258996,0.23188530001789331,0.10187130002304912,0.33375660004094243,1.4547423888666533,2376,2376,864,36,saved 36-instance batch time averaged per instance,False,True
qwen-tsp-relational_rr-b3-tokens30000,alibaba-token-plan-cn,qwen3.7-plus,tsp,relational_rr,3,tokens30000,32,30000,0.06033368646755304,0.058201277460085105,0.21522759995423257,0.22234660002868623,0.06453049997799098,0.2868771000066772,1.3329010780572783,2376,2376,864,36,saved 36-instance batch time averaged per instance,False,True
minimax-tsp-niche-b4-slots8,minimax-cn-coding-plan,MiniMax-M3,tsp,niche,4,slots8,8,,0.04392199986383107,0.04505390529060397,0.22693479992449284,0.21914409997407347,0.06386769993696362,0.2830117999110371,1.247106217315293,2376,2376,864,36,saved 36-instance batch time averaged per instance,False,True
minimax-tsp-niche-b4-tokens30000,minimax-cn-coding-plan,MiniMax-M3,tsp,niche,4,tokens30000,32,30000,0.05186854709736476,0.052397888396270485,0.21634190005715936,0.22308840008918196,0.06534470000769943,0.2884331000968814,1.3332280987671594,2376,2376,864,36,saved 36-instance batch time averaged per instance,False,True
minimax-tsp-relational-b4-slots8,minimax-cn-coding-plan,MiniMax-M3,tsp,relational,4,slots8,8,,0.05186854709736476,0.05186854709736476,0.22129830007907003,0.20417460007593036,0.06328190001659095,0.2674565000925213,1.2085790988767602,2376,2376,864,36,saved 36-instance batch time averaged per instance,False,True
minimax-tsp-relational-b4-tokens30000,minimax-cn-coding-plan,MiniMax-M3,tsp,relational,4,tokens30000,32,30000,0.05186854709736476,0.05186854709736476,0.21517619991209358,0.21901620004791766,0.07145179994404316,0.2904679999919608,1.3499076575877182,2376,2376,864,36,saved 36-instance batch time averaged per instance,False,True
minimax-tsp-relational_qp-b4-slots8,minimax-cn-coding-plan,MiniMax-M3,tsp,relational_qp,4,slots8,8,,0.05186854709736476,0.05186854709736476,0.2117337000090629,0.20587910001631826,0.07438909995835274,0.280268199974671,1.323682531229911,2376,2376,864,36,saved 36-instance batch time averaged per instance,False,True
minimax-tsp-relational_qp-b4-tokens30000,minimax-cn-coding-plan,MiniMax-M3,tsp,relational_qp,4,tokens30000,32,30000,0.05186854709736476,0.05186854709736476,0.21013650007080287,0.2225317000411451,0.06892949994653463,0.2914611999876797,1.387008919866256,2376,2376,864,36,saved 36-instance batch time averaged per instance,False,True
minimax-tsp-relational_qp_rr-b4-slots8,minimax-cn-coding-plan,MiniMax-M3,tsp,relational_qp_rr,4,slots8,8,,0.05186854709736476,0.050234145231085686,0.21243409998714924,0.22967720008455217,0.06508410000242293,0.2947613000869751,1.3875423018470485,2376,2376,864,36,saved 36-instance batch time averaged per instance,False,True
minimax-tsp-relational_qp_rr-b4-tokens30000,minimax-cn-coding-plan,MiniMax-M3,tsp,relational_qp_rr,4,tokens30000,32,30000,0.05186854709736476,0.05186854709736476,0.2248236999148503,0.20909710007254034,0.09791680006310344,0.3070139001356438,1.365576228182003,2376,2376,864,36,saved 36-instance batch time averaged per instance,False,True
minimax-tsp-relational_rr-b4-slots8,minimax-cn-coding-plan,MiniMax-M3,tsp,relational_rr,4,slots8,8,,0.05186854709736476,0.04779055754814501,0.21011089999228716,0.3085803999565542,0.06284450006205589,0.37142490001861006,1.7677564563868151,2376,2376,864,36,saved 36-instance batch time averaged per instance,False,True
minimax-tsp-relational_rr-b4-tokens30000,minimax-cn-coding-plan,MiniMax-M3,tsp,relational_rr,4,tokens30000,32,30000,0.05186854709736476,0.05186854709736476,0.21697960002347827,0.24362680001650006,0.06525310000870377,0.3088799000252038,1.4235435035910358,2376,2376,864,36,saved 36-instance batch time averaged per instance,False,True
qwen-tsp-niche-b4-slots8,alibaba-token-plan-cn,qwen3.7-plus,tsp,niche,4,slots8,8,,0.037958237968322796,0.03494168959611453,0.2345717999851331,0.2552038000430912,0.06450119998771697,0.31970500003080815,1.3629302416192854,2376,2376,864,36,saved 36-instance batch time averaged per instance,False,True
qwen-tsp-niche-b4-tokens30000,alibaba-token-plan-cn,qwen3.7-plus,tsp,niche,4,tokens30000,32,30000,0.0426797897386037,0.035514149515033386,0.26081699994392693,0.23732479999307543,0.09677260008174926,0.3340974000748247,1.2809648149723842,2376,2376,864,36,saved 36-instance batch time averaged per instance,False,True
qwen-tsp-relational-b4-slots8,alibaba-token-plan-cn,qwen3.7-plus,tsp,relational,4,slots8,8,,0.037958237968322796,0.03848757926722852,0.2373928000451997,0.2310921000316739,0.06588789995294064,0.29697999998461455,1.2510067699107532,2376,2376,864,36,saved 36-instance batch time averaged per instance,False,True
qwen-tsp-relational-b4-tokens30000,alibaba-token-plan-cn,qwen3.7-plus,tsp,relational,4,tokens30000,32,30000,0.05186854709736476,0.03785280022860718,0.2253288000356406,0.21619499998632818,0.06606109999120235,0.28225609997753054,1.2526410291666474,2376,2376,864,36,saved 36-instance batch time averaged per instance,False,True
qwen-tsp-relational_qp-b4-slots8,alibaba-token-plan-cn,qwen3.7-plus,tsp,relational_qp,4,slots8,8,,0.05186854709736476,0.05186854709736476,0.22157079994212836,0.2719388999976218,0.07300069998018444,0.3449395999778062,1.556791779728648,2376,2376,864,36,saved 36-instance batch time averaged per instance,False,True
qwen-tsp-relational_qp-b4-tokens30000,alibaba-token-plan-cn,qwen3.7-plus,tsp,relational_qp,4,tokens30000,32,30000,0.05186854709736476,0.05595014153828686,0.21505700005218387,0.21183030004613101,0.06354010000359267,0.2753704000497237,1.2804530891015158,2376,2376,864,36,saved 36-instance batch time averaged per instance,False,True
qwen-tsp-relational_qp_rr-b4-slots8,alibaba-token-plan-cn,qwen3.7-plus,tsp,relational_qp_rr,4,slots8,8,,0.037958237968322796,0.037315177288595264,0.25415890000294894,0.22885160008445382,0.09294939995743334,0.32180100004188716,1.2661409851795604,2376,2376,864,36,saved 36-instance batch time averaged per instance,False,True
qwen-tsp-relational_qp_rr-b4-tokens30000,alibaba-token-plan-cn,qwen3.7-plus,tsp,relational_qp_rr,4,tokens30000,32,30000,0.05186854709736476,0.05186854709736476,0.22053709998726845,0.2007972999708727,0.06088320002891123,0.26168049999978393,1.186559993828207,2376,2376,864,36,saved 36-instance batch time averaged per instance,False,True
qwen-tsp-relational_rr-b4-slots8,alibaba-token-plan-cn,qwen3.7-plus,tsp,relational_rr,4,slots8,8,,0.05186854709736476,0.04454089776472837,0.22647500003222376,0.23723740002606064,0.10172969999257475,0.3389671000186354,1.4967086873624276,2376,2376,864,36,saved 36-instance batch time averaged per instance,False,True
qwen-tsp-relational_rr-b4-tokens30000,alibaba-token-plan-cn,qwen3.7-plus,tsp,relational_rr,4,tokens30000,32,30000,0.05186854709736476,0.04535044969512118,0.23087189998477697,0.22824069997295737,0.06155199999921024,0.2897926999721676,1.2552099237337921,2376,2376,864,36,saved 36-instance batch time averaged per instance,False,True
