provider,model,task,regime,contrast,metric,direction,n_paired,mean_difference,bootstrap_95_low,bootstrap_95_high,block_differences
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,restart_correction_main_effect,selector_seconds_per_instance,lower,5,6.503249977767051e-05,-0.00029907083436329327,0.00043785138889991976,"{""0"": -0.0002762722223350364, ""1"": 7.998194390287006e-05, ""2"": -0.0005113958355246319, ""3"": 0.0007163402769947423, ""4"": 0.0003165083358504084}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,quality_by_restart_interaction,selector_seconds_per_instance,lower,5,0.00016902499871018035,-0.0005853777822469259,0.00086907833465375,"{""0"": -0.0004393333381611023, ""1"": -0.0011427750060748725, ""2"": 0.0009407694451510906, ""3"": 0.0005090750023050027, ""4"": 0.0009773888903307833}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,quality_protection_main_effect,oracle_gain_upper_bound,higher,5,-0.0023590508850104192,-0.008093494642213761,0.0032878169523910066,"{""0"": -0.0106179069647886, ""1"": -0.0009145408364465007, ""2"": 0.008350945692886014, ""3"": -0.00861375231670301, ""4"": 0.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,restart_correction_main_effect,oracle_gain_upper_bound,higher,5,0.00023870557116448254,-0.00567864635332816,0.006124292241484114,"{""0"": -0.0106179069647886, ""1"": -0.0034992957830992724, ""2"": 0.008350945692886014, ""3"": 0.00695978491082427, ""4"": 0.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,quality_by_restart_interaction,oracle_gain_upper_bound,higher,5,0.008811753849226948,-0.009869024966587672,0.02749253266504157,"{""0"": 0.03756988877095245, ""1"": -0.015630158918561038, ""2"": 0.031161442891651465, ""3"": -0.009042403497908143, ""4"": 0.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,quality_protection_main_effect,parent_improvements,higher,5,0.2,0.0,0.4,"{""0"": 0.0, ""1"": 0.5, ""2"": 0.0, ""3"": 0.5, ""4"": 0.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,restart_correction_main_effect,parent_improvements,higher,5,0.0,-0.3,0.3,"{""0"": 0.0, ""1"": -0.5, ""2"": 0.0, ""3"": 0.5, ""4"": 0.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,quality_by_restart_interaction,parent_improvements,higher,5,0.0,-0.6,0.6,"{""0"": 0.0, ""1"": 1.0, ""2"": 0.0, ""3"": -1.0, ""4"": 0.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,quality_protection_main_effect,neighborhood_improvements,higher,5,0.4,-0.1,0.8,"{""0"": 0.5, ""1"": 1.0, ""2"": 0.5, ""3"": -0.5, ""4"": 0.5}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,restart_correction_main_effect,neighborhood_improvements,higher,5,0.0,-0.7,0.9,"{""0"": 1.5, ""1"": -1.0, ""2"": 0.5, ""3"": -0.5, ""4"": -0.5}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,quality_by_restart_interaction,neighborhood_improvements,higher,5,0.4,-0.4,1.0,"{""0"": 1.0, ""1"": 0.0, ""2"": 1.0, ""3"": 1.0, ""4"": -1.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,quality_protection_main_effect,productive_collisions,higher,5,0.3,-0.2,0.7,"{""0"": 0.5, ""1"": 1.0, ""2"": 0.5, ""3"": -0.5, ""4"": 0.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,restart_correction_main_effect,productive_collisions,higher,5,-0.1,-0.6,0.4,"{""0"": 0.5, ""1"": -1.0, ""2"": 0.5, ""3"": -0.5, ""4"": 0.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,quality_by_restart_interaction,productive_collisions,higher,5,0.6,0.2,1.0,"{""0"": 1.0, ""1"": 0.0, ""2"": 1.0, ""3"": 1.0, ""4"": 0.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,quality_protection_main_effect,unproductive_collisions,lower,5,-0.6,-1.1,-0.1,"{""0"": 0.0, ""1"": -1.0, ""2"": -1.5, ""3"": 0.0, ""4"": -0.5}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,restart_correction_main_effect,unproductive_collisions,lower,5,0.4,-0.1,0.9,"{""0"": 0.0, ""1"": 1.0, ""2"": -0.5, ""3"": 1.0, ""4"": 0.5}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,quality_by_restart_interaction,unproductive_collisions,lower,5,-0.8,-2.2,0.4,"{""0"": 0.0, ""1"": -2.0, ""2"": 1.0, ""3"": 0.0, ""4"": -3.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,quality_protection_main_effect,restarts,lower,5,-0.4,-1.0,0.1,"{""0"": 0.5, ""1"": -1.5, ""2"": 0.0, ""3"": -0.5, ""4"": -0.5}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,restart_correction_main_effect,restarts,lower,5,-0.4,-0.8,0.1,"{""0"": -0.5, ""1"": -0.5, ""2"": -1.0, ""3"": -0.5, ""4"": 0.5}"
minimax-cn-coding-plan,MiniMax-M3,tsp,tokens30000,quality_by_restart_interaction,restarts,lower,5,0.4,-0.4,1.0,"{""0"": 1.0, ""1"": 1.0, ""2"": 0.0, ""3"": 1.0, ""4"": -1.0}"
