provider,model,task,regime,contrast,metric,direction,n_paired,mean_difference,bootstrap_95_low,bootstrap_95_high,block_differences
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_minus_niche,validation_selected_test_loss,lower,5,0.0,0.0,0.0,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_minus_niche,validation_selected_test_valid,higher,5,0.0,0.0,0.0,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_minus_niche,common_gate_test_behavior_modes,higher,5,-0.2,-1.2,0.6,"{""0"": -2.0, ""1"": 1.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_minus_niche,common_gate_test_eligible_size,higher,5,-0.2,-1.2,0.6,"{""0"": -2.0, ""1"": 1.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_minus_niche,valid_fraction,higher,5,-0.075,-0.175,0.0,"{""0"": 0.0, ""1"": -0.25, ""2"": -0.125, ""3"": 0.0, ""4"": 0.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_minus_niche,tokens_used,lower,5,11193.2,10618.8,11692.6,"{""0"": 10206.0, ""1"": 11021.0, ""2"": 11235.0, ""3"": 12049.0, ""4"": 11455.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_minus_niche,token_budget_valid,higher,0,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_minus_niche,learned_selector_test_loss,lower,0,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_minus_niche,selector_gain_vs_single,higher,0,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_minus_niche,selector_seconds_per_instance,lower,0,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_minus_niche,oracle_gain_upper_bound,higher,0,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_minus_niche,parent_improvements,higher,5,-2.0,-3.0,-1.2,"{""0"": -4.0, ""1"": -2.0, ""2"": -1.0, ""3"": -1.0, ""4"": -2.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_minus_niche,neighborhood_improvements,higher,5,0.0,0.0,0.0,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_minus_niche,productive_collisions,higher,5,-1.8,-2.4,-1.2,"{""0"": -3.0, ""1"": -2.0, ""2"": -1.0, ""3"": -1.0, ""4"": -2.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_minus_niche,unproductive_collisions,lower,5,1.4,-0.2,3.4,"{""0"": 5.0, ""1"": -1.0, ""2"": 0.0, ""3"": 1.0, ""4"": 2.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_minus_niche,restarts,lower,5,6.0,6.0,6.0,"{""0"": 6.0, ""1"": 6.0, ""2"": 6.0, ""3"": 6.0, ""4"": 6.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_qp_minus_niche,validation_selected_test_loss,lower,5,0.0,0.0,0.0,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_qp_minus_niche,validation_selected_test_valid,higher,5,0.0,0.0,0.0,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_qp_minus_niche,common_gate_test_behavior_modes,higher,5,-0.2,-1.2,0.8,"{""0"": -2.0, ""1"": 0.0, ""2"": -1.0, ""3"": 1.0, ""4"": 1.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_qp_minus_niche,common_gate_test_eligible_size,higher,5,-0.2,-1.2,0.8,"{""0"": -2.0, ""1"": 0.0, ""2"": -1.0, ""3"": 1.0, ""4"": 1.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_qp_minus_niche,valid_fraction,higher,5,0.0,0.0,0.0,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_qp_minus_niche,tokens_used,lower,5,11448.2,11003.0,11824.0,"{""0"": 10666.0, ""1"": 11900.0, ""2"": 11831.0, ""3"": 11658.0, ""4"": 11186.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_qp_minus_niche,token_budget_valid,higher,0,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_qp_minus_niche,learned_selector_test_loss,lower,0,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_qp_minus_niche,selector_gain_vs_single,higher,0,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_qp_minus_niche,selector_seconds_per_instance,lower,0,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_qp_minus_niche,oracle_gain_upper_bound,higher,0,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_qp_minus_niche,parent_improvements,higher,5,-1.8,-3.2,-0.6,"{""0"": -4.0, ""1"": -1.0, ""2"": 0.0, ""3"": -1.0, ""4"": -3.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_qp_minus_niche,neighborhood_improvements,higher,5,0.0,0.0,0.0,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_qp_minus_niche,productive_collisions,higher,5,-1.6,-2.6,-0.6,"{""0"": -3.0, ""1"": -1.0, ""2"": 0.0, ""3"": -1.0, ""4"": -3.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_qp_minus_niche,unproductive_collisions,lower,5,1.6,0.2,3.4,"{""0"": 5.0, ""1"": 1.0, ""2"": 0.0, ""3"": 0.0, ""4"": 2.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_qp_minus_niche,restarts,lower,5,5.2,5.0,5.6,"{""0"": 5.0, ""1"": 5.0, ""2"": 5.0, ""3"": 5.0, ""4"": 6.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_rr_minus_niche,validation_selected_test_loss,lower,5,0.0,0.0,0.0,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_rr_minus_niche,validation_selected_test_valid,higher,5,0.0,0.0,0.0,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_rr_minus_niche,common_gate_test_behavior_modes,higher,5,0.2,-0.6,1.2,"{""0"": -1.0, ""1"": 0.0, ""2"": 0.0, ""3"": 2.0, ""4"": 0.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_rr_minus_niche,common_gate_test_eligible_size,higher,5,0.2,-0.6,1.2,"{""0"": -1.0, ""1"": 0.0, ""2"": 0.0, ""3"": 2.0, ""4"": 0.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_rr_minus_niche,valid_fraction,higher,5,-0.1,-0.2,0.0,"{""0"": 0.0, ""1"": -0.25, ""2"": 0.0, ""3"": -0.25, ""4"": 0.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_rr_minus_niche,tokens_used,lower,4,11324.5,10486.75,11947.5,"{""0"": 10009.0, ""2"": 11975.0, ""3"": 11920.0, ""4"": 11394.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_rr_minus_niche,token_budget_valid,higher,0,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_rr_minus_niche,learned_selector_test_loss,lower,0,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_rr_minus_niche,selector_gain_vs_single,higher,0,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_rr_minus_niche,selector_seconds_per_instance,lower,0,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_rr_minus_niche,oracle_gain_upper_bound,higher,0,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_rr_minus_niche,parent_improvements,higher,5,-2.4,-3.4,-1.6,"{""0"": -4.0, ""1"": -3.0, ""2"": -1.0, ""3"": -2.0, ""4"": -2.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_rr_minus_niche,neighborhood_improvements,higher,5,0.0,0.0,0.0,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_rr_minus_niche,productive_collisions,higher,5,-2.2,-2.8,-1.6,"{""0"": -3.0, ""1"": -3.0, ""2"": -1.0, ""3"": -2.0, ""4"": -2.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_rr_minus_niche,unproductive_collisions,lower,5,1.0,-0.8,2.8,"{""0"": 4.0, ""1"": 1.0, ""2"": 0.0, ""3"": -2.0, ""4"": 2.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_rr_minus_niche,restarts,lower,5,5.8,5.4,6.0,"{""0"": 6.0, ""1"": 6.0, ""2"": 6.0, ""3"": 5.0, ""4"": 6.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_qp_rr_minus_niche,validation_selected_test_loss,lower,5,0.0,0.0,0.0,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_qp_rr_minus_niche,validation_selected_test_valid,higher,5,0.0,0.0,0.0,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_qp_rr_minus_niche,common_gate_test_behavior_modes,higher,5,0.0,-1.2,1.0,"{""0"": -2.0, ""1"": 1.0, ""2"": -1.0, ""3"": 1.0, ""4"": 1.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_qp_rr_minus_niche,common_gate_test_eligible_size,higher,5,0.0,-1.2,1.0,"{""0"": -2.0, ""1"": 1.0, ""2"": -1.0, ""3"": 1.0, ""4"": 1.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_qp_rr_minus_niche,valid_fraction,higher,5,-0.075,-0.175,0.0,"{""0"": 0.0, ""1"": -0.125, ""2"": -0.25, ""3"": 0.0, ""4"": 0.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_qp_rr_minus_niche,tokens_used,lower,5,11608.4,11166.0,12019.4,"{""0"": 10862.0, ""1"": 11271.0, ""2"": 11973.0, ""3"": 12215.0, ""4"": 11721.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_qp_rr_minus_niche,token_budget_valid,higher,0,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_qp_rr_minus_niche,learned_selector_test_loss,lower,0,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_qp_rr_minus_niche,selector_gain_vs_single,higher,0,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_qp_rr_minus_niche,selector_seconds_per_instance,lower,0,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_qp_rr_minus_niche,oracle_gain_upper_bound,higher,0,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_qp_rr_minus_niche,parent_improvements,higher,5,-2.2,-2.8,-1.6,"{""0"": -3.0, ""1"": -3.0, ""2"": -1.0, ""3"": -2.0, ""4"": -2.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_qp_rr_minus_niche,neighborhood_improvements,higher,5,0.0,0.0,0.0,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_qp_rr_minus_niche,productive_collisions,higher,5,-2.0,-2.6,-1.4,"{""0"": -2.0, ""1"": -3.0, ""2"": -1.0, ""3"": -2.0, ""4"": -2.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_qp_rr_minus_niche,unproductive_collisions,lower,5,1.4,0.4,2.8,"{""0"": 4.0, ""1"": 1.0, ""2"": 0.0, ""3"": 1.0, ""4"": 1.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_qp_rr_minus_niche,restarts,lower,5,5.4,5.0,5.8,"{""0"": 5.0, ""1"": 6.0, ""2"": 6.0, ""3"": 5.0, ""4"": 5.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,quality_protection_main_effect,validation_selected_test_loss,lower,5,0.0,0.0,0.0,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,restart_correction_main_effect,validation_selected_test_loss,lower,5,0.0,0.0,0.0,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,quality_by_restart_interaction,validation_selected_test_loss,lower,5,0.0,0.0,0.0,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,quality_protection_main_effect,validation_selected_test_valid,higher,5,0.0,0.0,0.0,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,restart_correction_main_effect,validation_selected_test_valid,higher,5,0.0,0.0,0.0,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,quality_by_restart_interaction,validation_selected_test_valid,higher,5,0.0,0.0,0.0,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,quality_protection_main_effect,common_gate_test_behavior_modes,higher,5,-0.1,-0.6,0.5,"{""0"": -0.5, ""1"": 0.0, ""2"": -1.0, ""3"": 0.0, ""4"": 1.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,restart_correction_main_effect,common_gate_test_behavior_modes,higher,5,0.3,0.0,0.7,"{""0"": 0.5, ""1"": 0.0, ""2"": 0.0, ""3"": 1.0, ""4"": 0.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,quality_by_restart_interaction,common_gate_test_behavior_modes,higher,5,-0.2,-1.2,1.0,"{""0"": -1.0, ""1"": 2.0, ""2"": 0.0, ""3"": -2.0, ""4"": 0.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,quality_protection_main_effect,common_gate_test_eligible_size,higher,5,-0.1,-0.6,0.5,"{""0"": -0.5, ""1"": 0.0, ""2"": -1.0, ""3"": 0.0, ""4"": 1.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,restart_correction_main_effect,common_gate_test_eligible_size,higher,5,0.3,0.0,0.7,"{""0"": 0.5, ""1"": 0.0, ""2"": 0.0, ""3"": 1.0, ""4"": 0.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,quality_by_restart_interaction,common_gate_test_eligible_size,higher,5,-0.2,-1.2,1.0,"{""0"": -1.0, ""1"": 2.0, ""2"": 0.0, ""3"": -2.0, ""4"": 0.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,quality_protection_main_effect,valid_fraction,higher,5,0.05,-0.025,0.1375,"{""0"": 0.0, ""1"": 0.1875, ""2"": -0.0625, ""3"": 0.125, ""4"": 0.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,restart_correction_main_effect,valid_fraction,higher,5,-0.05,-0.0875,-0.0125,"{""0"": 0.0, ""1"": -0.0625, ""2"": -0.0625, ""3"": -0.125, ""4"": 0.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,quality_by_restart_interaction,valid_fraction,higher,5,-0.05,-0.225,0.125,"{""0"": 0.0, ""1"": -0.125, ""2"": -0.375, ""3"": 0.25, ""4"": 0.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,quality_protection_main_effect,tokens_used,lower,4,233.625,-9.5,499.625,"{""0"": 656.5, ""2"": 297.0, ""3"": -48.0, ""4"": 29.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,restart_correction_main_effect,tokens_used,lower,4,222.875,58.875,384.25,"{""0"": -0.5, ""2"": 441.0, ""3"": 214.0, ""4"": 237.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,quality_by_restart_interaction,tokens_used,lower,4,269.25,-299.5,641.0,"{""0"": 393.0, ""2"": -598.0, ""3"": 686.0, ""4"": 596.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,quality_protection_main_effect,token_budget_valid,higher,0,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,restart_correction_main_effect,token_budget_valid,higher,0,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,quality_by_restart_interaction,token_budget_valid,higher,0,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,quality_protection_main_effect,learned_selector_test_loss,lower,0,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,restart_correction_main_effect,learned_selector_test_loss,lower,0,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,quality_by_restart_interaction,learned_selector_test_loss,lower,0,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,quality_protection_main_effect,selector_gain_vs_single,higher,0,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,restart_correction_main_effect,selector_gain_vs_single,higher,0,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,quality_by_restart_interaction,selector_gain_vs_single,higher,0,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,quality_protection_main_effect,selector_seconds_per_instance,lower,0,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,restart_correction_main_effect,selector_seconds_per_instance,lower,0,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,quality_by_restart_interaction,selector_seconds_per_instance,lower,0,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,quality_protection_main_effect,oracle_gain_upper_bound,higher,0,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,restart_correction_main_effect,oracle_gain_upper_bound,higher,0,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,quality_by_restart_interaction,oracle_gain_upper_bound,higher,0,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,quality_protection_main_effect,parent_improvements,higher,5,0.2,-0.2,0.5,"{""0"": 0.5, ""1"": 0.5, ""2"": 0.5, ""3"": 0.0, ""4"": -0.5}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,restart_correction_main_effect,parent_improvements,higher,5,-0.4,-1.1,0.3,"{""0"": 0.5, ""1"": -1.5, ""2"": -0.5, ""3"": -1.0, ""4"": 0.5}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,quality_by_restart_interaction,parent_improvements,higher,5,0.0,-0.8,0.8,"{""0"": 1.0, ""1"": -1.0, ""2"": -1.0, ""3"": 0.0, ""4"": 1.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,quality_protection_main_effect,neighborhood_improvements,higher,5,0.0,0.0,0.0,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,restart_correction_main_effect,neighborhood_improvements,higher,5,0.0,0.0,0.0,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,quality_by_restart_interaction,neighborhood_improvements,higher,5,0.0,0.0,0.0,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,quality_protection_main_effect,productive_collisions,higher,5,0.2,-0.2,0.5,"{""0"": 0.5, ""1"": 0.5, ""2"": 0.5, ""3"": 0.0, ""4"": -0.5}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,restart_correction_main_effect,productive_collisions,higher,5,-0.4,-1.1,0.3,"{""0"": 0.5, ""1"": -1.5, ""2"": -0.5, ""3"": -1.0, ""4"": 0.5}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,quality_by_restart_interaction,productive_collisions,higher,5,0.0,-0.8,0.8,"{""0"": 1.0, ""1"": -1.0, ""2"": -1.0, ""3"": 0.0, ""4"": 1.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,quality_protection_main_effect,unproductive_collisions,lower,5,0.3,-0.2,0.8,"{""0"": 0.0, ""1"": 1.0, ""2"": 0.0, ""3"": 1.0, ""4"": -0.5}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,restart_correction_main_effect,unproductive_collisions,lower,5,-0.3,-0.9,0.4,"{""0"": -1.0, ""1"": 1.0, ""2"": 0.0, ""3"": -1.0, ""4"": -0.5}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,quality_by_restart_interaction,unproductive_collisions,lower,5,0.2,-1.2,2.2,"{""0"": 0.0, ""1"": -2.0, ""2"": 0.0, ""3"": 4.0, ""4"": -1.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,quality_protection_main_effect,restarts,lower,5,-0.6,-0.8,-0.5,"{""0"": -1.0, ""1"": -0.5, ""2"": -0.5, ""3"": -0.5, ""4"": -0.5}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,restart_correction_main_effect,restarts,lower,5,0.0,-0.4,0.4,"{""0"": 0.0, ""1"": 0.5, ""2"": 0.5, ""3"": -0.5, ""4"": -0.5}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,quality_by_restart_interaction,restarts,lower,5,0.4,-0.4,1.0,"{""0"": 0.0, ""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": -1.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,tokens30000,relational_minus_niche,validation_selected_test_loss,lower,5,0.0,0.0,0.0,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,tokens30000,relational_minus_niche,validation_selected_test_valid,higher,5,0.0,0.0,0.0,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,tokens30000,relational_minus_niche,common_gate_test_behavior_modes,higher,5,-0.8,-2.0,0.2,"{""0"": 1.0, ""1"": -1.0, ""2"": 0.0, ""3"": -3.0, ""4"": -1.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,tokens30000,relational_minus_niche,common_gate_test_eligible_size,higher,5,-1.0,-2.2,0.2,"{""0"": 1.0, ""1"": -1.0, ""2"": 0.0, ""3"": -3.0, ""4"": -2.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,tokens30000,relational_minus_niche,valid_fraction,higher,5,0.036363636363636376,-0.030303030303030276,0.11818181818181817,"{""0"": 0.16666666666666663, ""1"": 0.0, ""2"": 0.09090909090909094, ""3"": 0.0, ""4"": -0.07575757575757569}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,tokens30000,relational_minus_niche,tokens_used,lower,4,-2702.0,-3448.5,-1845.25,"{""1"": -2564.0, ""2"": -1347.0, ""3"": -3340.0, ""4"": -3557.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,tokens30000,relational_minus_niche,token_budget_valid,higher,5,0.2,0.0,0.6,"{""0"": 1.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,tokens30000,relational_minus_niche,learned_selector_test_loss,lower,0,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,tokens30000,relational_minus_niche,selector_gain_vs_single,higher,0,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,tokens30000,relational_minus_niche,selector_seconds_per_instance,lower,0,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,tokens30000,relational_minus_niche,oracle_gain_upper_bound,higher,0,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,tokens30000,relational_minus_niche,parent_improvements,higher,5,-3.0,-4.2,-1.8,"{""0"": -3.0, ""1"": -5.0, ""2"": -3.0, ""3"": -3.0, ""4"": -1.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,tokens30000,relational_minus_niche,neighborhood_improvements,higher,5,0.2,0.0,0.6,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 1.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,tokens30000,relational_minus_niche,productive_collisions,higher,5,-2.0,-3.8,-0.6,"{""0"": -3.0, ""1"": -5.0, ""2"": -1.0, ""3"": -1.0, ""4"": 0.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,tokens30000,relational_minus_niche,unproductive_collisions,lower,5,0.0,-2.0,1.8,"{""0"": 3.0, ""1"": 1.0, ""2"": -2.0, ""3"": 1.0, ""4"": -3.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,tokens30000,relational_minus_niche,restarts,lower,5,3.8,3.4,4.0,"{""0"": 4.0, ""1"": 4.0, ""2"": 3.0, ""3"": 4.0, ""4"": 4.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,tokens30000,relational_qp_minus_niche,validation_selected_test_loss,lower,5,0.0,0.0,0.0,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,tokens30000,relational_qp_minus_niche,validation_selected_test_valid,higher,5,0.0,0.0,0.0,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,tokens30000,relational_qp_minus_niche,common_gate_test_behavior_modes,higher,5,-1.8,-3.2,-0.6,"{""0"": 0.0, ""1"": -1.0, ""2"": -3.0, ""3"": -4.0, ""4"": -1.0}"
