job_id,provider,model,task,method,block,regime,steps,token_budget,relational_qp_fixed_history_decision_changes,relational_qp_fixed_history_action_changes,relational_qp_fixed_history_parent_changes,relational_rr_fixed_history_decision_changes,relational_rr_fixed_history_action_changes,relational_rr_fixed_history_parent_changes,relational_qp_rr_fixed_history_decision_changes,relational_qp_rr_fixed_history_action_changes,relational_qp_rr_fixed_history_parent_changes,restarts,restart_trigger_untried,restart_trigger_saturation,restart_trigger_no_growth,proposals,valid_proposals,global_improvements,global_improvements_colliding,local_development_events,local_only_collisions,local_only_credit_eligible,local_only_credit_exhausted,parent_improvements,neighborhood_improvements,reported_tokens,usage_complete,unused_token_fraction,mean_planner_input_tokens,mean_coder_input_tokens,local_only_identical_to_prior_observed_rule,local_only_weakly_dominated_on_validation,local_only_retained_in_search_archive,local_only_later_used_as_parent,local_only_later_used_as_reference
qwen-tsp-relational_qp_rr-b2-slots8,alibaba-token-plan-cn,qwen3.7-plus,tsp,relational_qp_rr,2,slots8,8,,0,0,0,0,0,0,0,0,0,7,5,0,4,8,8,0,0,0,0,0,0,0,0,26582,True,,2513.0,598.125,,,,,
minimax-tsp-relational_qp-b1-tokens30000,minimax-cn-coding-plan,MiniMax-M3,tsp,relational_qp,1,tokens30000,32,30000,1,1,1,0,0,0,1,1,1,3,3,0,0,5,5,1,1,2,1,1,0,1,2,19524,True,0.34919999999999995,2646.2,846.6,0,0,0,0,0
minimax-binpack-relational-b2-tokens30000,minimax-cn-coding-plan,MiniMax-M3,binpack,relational,2,tokens30000,32,30000,0,0,0,0,0,0,0,0,0,5,5,0,2,5,5,0,0,0,0,0,0,0,0,18309,True,0.38970000000000005,2579.6,698.4,,,,,
minimax-binpack-niche-b1-tokens30000,minimax-cn-coding-plan,MiniMax-M3,binpack,niche,1,tokens30000,32,30000,0,0,0,0,0,0,0,0,0,1,0,0,0,8,7,0,0,2,2,2,0,2,0,23832,True,0.2056,1728.25,802.75,2,2,0,0,0
minimax-binpack-relational_rr-b2-tokens30000,minimax-cn-coding-plan,MiniMax-M3,binpack,relational_rr,2,tokens30000,32,30000,0,0,0,0,0,0,0,0,0,6,5,0,2,6,6,0,0,0,0,0,0,0,1,21868,True,0.2710666666666667,2554.8333333333335,728.0,,,,,
minimax-binpack-relational_qp-b4-slots8,minimax-cn-coding-plan,MiniMax-M3,binpack,relational_qp,4,slots8,8,,0,0,0,0,0,0,0,0,0,6,5,0,5,8,8,0,0,1,1,1,0,1,0,30877,True,,2831.75,721.25,1,1,0,0,0
minimax-tsp-relational-b4-tokens30000,minimax-cn-coding-plan,MiniMax-M3,tsp,relational,4,tokens30000,32,30000,0,0,0,0,0,0,0,0,0,5,5,0,4,5,5,0,0,0,0,0,0,0,0,20530,True,0.31566666666666665,2664.4,977.2,,,,,
minimax-binpack-relational_rr-b0-slots8,minimax-cn-coding-plan,MiniMax-M3,binpack,relational_rr,0,slots8,8,,0,0,0,0,0,0,0,0,0,6,5,0,5,8,6,0,0,1,1,1,0,1,0,30701,True,,2714.5,748.0,1,1,0,0,0
minimax-tsp-niche-b0-tokens30000,minimax-cn-coding-plan,MiniMax-M3,tsp,niche,0,tokens30000,32,30000,0,0,0,0,0,0,0,0,0,1,0,0,0,8,8,2,1,4,0,0,0,4,1,22663,True,0.2445666666666667,1703.375,811.0,,,,,
minimax-binpack-relational_qp_rr-b1-slots8,minimax-cn-coding-plan,MiniMax-M3,binpack,relational_qp_rr,1,slots8,8,,0,0,0,0,0,0,0,0,0,7,5,0,4,8,8,0,0,0,0,0,0,0,0,31340,True,,2826.0,716.75,,,,,
minimax-binpack-relational_qp_rr-b1-tokens30000,minimax-cn-coding-plan,MiniMax-M3,binpack,relational_qp_rr,1,tokens30000,32,30000,0,0,0,0,0,0,0,0,0,5,5,0,4,5,5,0,0,0,0,0,0,0,0,18123,True,0.39590000000000003,2525.2,701.0,,,,,
minimax-tsp-relational-b0-tokens30000,minimax-cn-coding-plan,MiniMax-M3,tsp,relational,0,tokens30000,32,30000,0,0,0,0,0,0,0,0,0,6,5,0,3,6,6,0,0,0,0,0,0,0,0,20988,True,0.3004,2319.5,823.1666666666666,,,,,
qwen-binpack-relational_rr-b1-slots8,alibaba-token-plan-cn,qwen3.7-plus,binpack,relational_rr,1,slots8,8,,0,0,0,0,0,0,0,0,0,7,5,0,6,8,6,0,0,0,0,0,0,0,0,27374,False,,2739.375,562.0,,,,,
qwen-binpack-relational_qp_rr-b2-slots8,alibaba-token-plan-cn,qwen3.7-plus,binpack,relational_qp_rr,2,slots8,8,,0,0,0,0,0,0,0,0,0,7,5,0,6,8,6,0,0,0,0,0,0,0,0,28044,True,,2726.5,570.625,,,,,
qwen-tsp-relational_rr-b1-tokens30000,alibaba-token-plan-cn,qwen3.7-plus,tsp,relational_rr,1,tokens30000,32,30000,0,0,0,0,0,0,0,0,0,4,4,0,2,7,7,3,1,3,0,0,0,3,1,22510,True,0.2496666666666667,2378.285714285714,615.5714285714286,,,,,
minimax-binpack-relational_rr-b3-slots8,minimax-cn-coding-plan,MiniMax-M3,binpack,relational_rr,3,slots8,8,,1,1,1,0,0,0,1,1,1,7,5,0,4,8,7,0,0,1,1,1,0,1,0,30632,True,,2735.625,733.125,1,1,0,0,0
qwen-tsp-relational_qp_rr-b4-slots8,alibaba-token-plan-cn,qwen3.7-plus,tsp,relational_qp_rr,4,slots8,8,,0,0,0,0,0,0,0,0,0,5,5,0,2,8,8,1,0,1,0,0,0,1,0,27523,True,,2621.625,611.875,,,,,
qwen-tsp-relational_rr-b4-slots8,alibaba-token-plan-cn,qwen3.7-plus,tsp,relational_rr,4,slots8,8,,1,1,1,0,0,0,1,1,1,7,5,0,6,8,8,0,0,1,1,1,0,0,1,26724,True,,2523.125,609.875,0,0,1,0,1
minimax-tsp-relational-b3-slots8,minimax-cn-coding-plan,MiniMax-M3,tsp,relational,3,slots8,8,,0,0,0,0,0,0,0,0,0,5,5,0,1,8,8,1,0,1,0,0,0,1,0,30314,True,,2528.0,892.875,,,,,
qwen-binpack-relational-b3-slots8,alibaba-token-plan-cn,qwen3.7-plus,binpack,relational,3,slots8,8,,1,1,1,0,0,0,1,1,1,7,5,0,6,8,8,0,0,1,1,1,0,1,0,28042,True,,2766.625,550.5,1,1,0,0,0
minimax-binpack-relational-b4-tokens30000,minimax-cn-coding-plan,MiniMax-M3,binpack,relational,4,tokens30000,32,30000,0,0,0,0,0,0,0,0,0,5,5,0,4,5,4,0,0,0,0,0,0,0,0,18393,True,0.3869,2467.8,750.2,,,,,
qwen-tsp-relational_rr-b2-slots8,alibaba-token-plan-cn,qwen3.7-plus,tsp,relational_rr,2,slots8,8,,0,0,0,0,0,0,0,0,0,7,5,0,4,8,8,0,0,0,0,0,0,0,0,25470,True,,2388.0,589.0,,,,,
minimax-binpack-niche-b4-slots8,minimax-cn-coding-plan,MiniMax-M3,binpack,niche,4,slots8,8,,0,0,0,0,0,0,0,0,0,1,0,0,0,8,8,0,0,1,0,0,0,1,1,24763,True,,1814.5,857.75,,,,,
qwen-tsp-niche-b3-slots8,alibaba-token-plan-cn,qwen3.7-plus,tsp,niche,3,slots8,8,,0,0,0,0,0,0,0,0,0,1,0,0,0,8,8,1,0,5,0,0,0,5,0,19263,True,,1605.375,589.0,,,,,
qwen-tsp-relational_qp_rr-b1-tokens30000,alibaba-token-plan-cn,qwen3.7-plus,tsp,relational_qp_rr,1,tokens30000,32,30000,1,1,1,0,0,0,1,1,1,4,4,0,0,6,6,2,2,2,0,0,0,1,2,21890,True,0.2703333333333333,2827.5,610.5,,,,,
minimax-tsp-niche-b0-slots8,minimax-cn-coding-plan,MiniMax-M3,tsp,niche,0,slots8,8,,0,0,0,0,0,0,0,0,0,1,0,0,0,8,8,1,1,3,2,2,0,1,3,23593,True,,1757.375,827.25,0,1,2,1,1
qwen-tsp-relational-b1-slots8,alibaba-token-plan-cn,qwen3.7-plus,tsp,relational,1,slots8,8,,0,0,0,0,0,0,0,0,0,5,5,0,1,8,8,3,2,3,0,0,0,1,2,29813,True,,2905.5,611.5,,,,,
minimax-tsp-relational_rr-b2-slots8,minimax-cn-coding-plan,MiniMax-M3,tsp,relational_rr,2,slots8,8,,0,0,0,0,0,0,0,0,0,7,5,0,6,8,8,0,0,0,0,0,0,0,0,33244,True,,2801.625,931.125,,,,,
qwen-binpack-niche-b4-slots8,alibaba-token-plan-cn,qwen3.7-plus,binpack,niche,4,slots8,8,,0,0,0,0,0,0,0,0,0,1,0,0,0,8,8,0,0,3,3,3,0,3,0,16028,True,,1321.875,517.75,3,3,0,0,0
minimax-tsp-niche-b3-tokens30000,minimax-cn-coding-plan,MiniMax-M3,tsp,niche,3,tokens30000,32,30000,0,0,0,0,0,0,0,0,0,1,0,0,0,8,7,0,0,1,0,0,0,1,0,21494,True,0.2835333333333333,1585.0,777.375,,,,,
minimax-binpack-relational_qp-b1-slots8,minimax-cn-coding-plan,MiniMax-M3,binpack,relational_qp,1,slots8,8,,0,0,0,0,0,0,0,0,0,7,5,0,4,8,6,0,0,0,0,0,0,0,0,31452,True,,2725.375,762.625,,,,,
minimax-tsp-relational_qp-b4-slots8,minimax-cn-coding-plan,MiniMax-M3,tsp,relational_qp,4,slots8,8,,0,0,0,0,0,0,0,0,0,7,5,0,6,8,7,0,0,0,0,0,0,0,0,29518,True,,2438.0,868.5,,,,,
qwen-binpack-relational_rr-b4-slots8,alibaba-token-plan-cn,qwen3.7-plus,binpack,relational_rr,4,slots8,8,,1,1,1,0,0,0,1,1,1,7,5,0,6,8,8,0,0,1,1,1,0,1,0,27422,True,,2739.125,530.0,1,1,0,0,0
minimax-binpack-relational_qp_rr-b2-slots8,minimax-cn-coding-plan,MiniMax-M3,binpack,relational_qp_rr,2,slots8,8,,0,0,0,0,0,0,0,0,0,6,5,0,4,8,7,0,0,0,0,0,0,0,0,33570,True,,2955.5,752.75,,,,,
qwen-tsp-niche-b2-tokens30000,alibaba-token-plan-cn,qwen3.7-plus,tsp,niche,2,tokens30000,32,30000,0,0,0,0,0,0,0,0,0,2,0,0,0,10,10,0,0,0,0,0,0,0,0,25317,True,0.15610000000000002,1686.5,613.2,,,,,
minimax-binpack-relational_qp-b2-slots8,minimax-cn-coding-plan,MiniMax-M3,binpack,relational_qp,2,slots8,8,,0,0,0,0,0,0,0,0,0,6,5,0,3,8,8,0,0,0,0,0,0,0,0,31708,True,,2787.375,747.125,,,,,
minimax-binpack-relational-b2-slots8,minimax-cn-coding-plan,MiniMax-M3,binpack,relational,2,slots8,8,,0,0,0,0,0,0,0,0,0,7,5,0,6,8,7,0,0,0,0,0,0,0,0,32091,True,,2828.25,784.75,,,,,
qwen-tsp-relational_rr-b3-slots8,alibaba-token-plan-cn,qwen3.7-plus,tsp,relational_rr,3,slots8,8,,0,0,0,0,0,0,0,0,0,5,5,0,3,8,8,1,0,1,0,0,0,1,1,27316,True,,2556.625,628.0,,,,,
minimax-binpack-niche-b2-tokens30000,minimax-cn-coding-plan,MiniMax-M3,binpack,niche,2,tokens30000,32,30000,0,0,0,0,0,0,0,0,0,1,0,0,0,8,8,0,0,2,2,2,0,2,0,21738,True,0.2754,1608.5,751.25,2,2,0,0,0
minimax-tsp-relational_qp_rr-b4-tokens30000,minimax-cn-coding-plan,MiniMax-M3,tsp,relational_qp_rr,4,tokens30000,32,30000,0,0,0,0,0,0,0,0,0,5,5,0,4,5,5,0,0,0,0,0,0,0,0,19960,True,0.33466666666666667,2609.4,960.0,,,,,
minimax-binpack-relational_qp-b4-tokens30000,minimax-cn-coding-plan,MiniMax-M3,binpack,relational_qp,4,tokens30000,32,30000,0,0,0,0,0,0,0,0,0,6,5,0,3,6,5,0,0,0,0,0,0,0,0,22567,True,0.2477666666666667,2373.8333333333335,884.3333333333334,,,,,
qwen-tsp-relational-b3-tokens30000,alibaba-token-plan-cn,qwen3.7-plus,tsp,relational,3,tokens30000,32,30000,0,0,0,0,0,0,0,0,0,4,4,0,0,6,6,0,0,1,1,1,0,0,1,19552,True,0.3482666666666666,2428.0,612.8333333333334,0,0,1,0,0
qwen-binpack-relational_rr-b4-tokens30000,alibaba-token-plan-cn,qwen3.7-plus,binpack,relational_rr,4,tokens30000,32,30000,0,0,0,0,0,0,0,0,0,6,5,0,5,6,6,0,0,0,0,0,0,0,0,19866,True,0.3378,2614.3333333333335,530.3333333333334,,,,,
qwen-binpack-relational-b1-slots8,alibaba-token-plan-cn,qwen3.7-plus,binpack,relational,1,slots8,8,,1,1,1,0,0,0,1,1,1,7,5,0,4,8,6,0,0,1,1,1,0,1,0,27246,True,,2663.75,553.875,1,1,0,0,0
qwen-binpack-relational_qp_rr-b1-slots8,alibaba-token-plan-cn,qwen3.7-plus,binpack,relational_qp_rr,1,slots8,8,,0,0,0,0,0,0,0,0,0,7,5,0,6,8,7,0,0,0,0,0,0,0,0,27496,True,,2732.125,532.25,,,,,
qwen-tsp-niche-b0-tokens30000,alibaba-token-plan-cn,qwen3.7-plus,tsp,niche,0,tokens30000,32,30000,2,0,0,0,0,0,2,0,0,2,0,0,0,10,10,2,1,2,1,1,0,2,1,24478,True,0.1840666666666667,1629.5,597.2,0,0,0,0,0
minimax-binpack-relational_rr-b4-slots8,minimax-cn-coding-plan,MiniMax-M3,binpack,relational_rr,4,slots8,8,,1,1,1,0,0,0,1,1,1,7,5,0,4,8,8,0,0,1,1,1,0,1,0,31207,True,,2798.75,726.125,1,1,0,0,0
qwen-tsp-relational-b1-tokens30000,alibaba-token-plan-cn,qwen3.7-plus,tsp,relational,1,tokens30000,32,30000,1,1,1,0,0,0,1,1,1,5,5,0,2,6,6,1,1,1,0,0,0,1,1,21400,True,0.2866666666666666,2758.0,600.5,,,,,
qwen-tsp-relational_qp-b0-slots8,alibaba-token-plan-cn,qwen3.7-plus,tsp,relational_qp,0,slots8,8,,1,0,0,0,0,0,1,0,0,5,5,0,2,8,8,1,0,2,1,1,0,1,2,29033,True,,2810.875,608.375,0,0,1,0,1
qwen-tsp-relational_qp-b3-tokens30000,alibaba-token-plan-cn,qwen3.7-plus,tsp,relational_qp,3,tokens30000,32,30000,0,0,0,0,0,0,0,0,0,4,4,0,2,6,6,1,0,1,0,0,0,1,0,20396,True,0.3201333333333334,2602.5,597.6666666666666,,,,,
minimax-binpack-niche-b0-slots8,minimax-cn-coding-plan,MiniMax-M3,binpack,niche,0,slots8,8,,0,0,0,0,0,0,0,0,0,1,0,0,0,8,8,0,0,2,1,1,0,2,0,23776,True,,1778.375,838.375,0,1,0,0,0
qwen-tsp-relational-b2-slots8,alibaba-token-plan-cn,qwen3.7-plus,tsp,relational,2,slots8,8,,0,0,0,0,0,0,0,0,0,5,5,0,3,8,8,1,0,1,0,0,0,1,0,27093,True,,2484.75,643.125,,,,,
minimax-binpack-relational_qp-b0-tokens30000,minimax-cn-coding-plan,MiniMax-M3,binpack,relational_qp,0,tokens30000,32,30000,0,0,0,0,0,0,0,0,0,5,5,0,2,5,5,0,0,0,0,0,0,0,0,18743,True,0.3752333333333333,2565.4,753.8,,,,,
qwen-binpack-relational_qp_rr-b3-tokens30000,alibaba-token-plan-cn,qwen3.7-plus,binpack,relational_qp_rr,3,tokens30000,32,30000,0,0,0,0,0,0,0,0,0,6,5,0,5,6,6,0,0,0,0,0,0,0,0,20138,True,0.3287333333333333,2623.8333333333335,550.3333333333334,,,,,
minimax-binpack-relational_qp-b2-tokens30000,minimax-cn-coding-plan,MiniMax-M3,binpack,relational_qp,2,tokens30000,32,30000,0,0,0,0,0,0,0,0,0,5,5,0,4,5,5,0,0,0,0,0,0,0,0,19816,True,0.3394666666666667,2733.2,760.6,,,,,
minimax-binpack-relational-b1-tokens30000,minimax-cn-coding-plan,MiniMax-M3,binpack,relational,1,tokens30000,32,30000,0,0,0,0,0,0,0,0,0,5,5,0,1,6,6,0,0,2,2,2,0,0,2,21438,True,0.2854,2543.0,718.5,0,2,2,0,0
minimax-tsp-relational-b2-tokens30000,minimax-cn-coding-plan,MiniMax-M3,tsp,relational,2,tokens30000,32,30000,0,0,0,0,0,0,0,0,0,6,5,0,3,6,6,0,0,0,0,0,0,0,0,22851,True,0.23829999999999996,2484.1666666666665,883.5,,,,,
minimax-tsp-relational-b0-slots8,minimax-cn-coding-plan,MiniMax-M3,tsp,relational,0,slots8,8,,0,0,0,0,0,0,0,0,0,7,5,0,6,8,8,0,0,0,0,0,0,0,1,32930,True,,2701.625,973.375,,,,,
qwen-binpack-relational_rr-b3-slots8,alibaba-token-plan-cn,qwen3.7-plus,binpack,relational_rr,3,slots8,8,,0,0,0,0,0,0,0,0,0,6,5,0,5,8,6,0,0,0,0,0,0,0,0,27913,True,,2736.375,553.125,,,,,
qwen-tsp-niche-b0-slots8,alibaba-token-plan-cn,qwen3.7-plus,tsp,niche,0,slots8,8,,0,0,0,0,0,0,0,0,0,1,0,0,0,8,8,1,1,2,1,1,0,1,2,19316,True,,1610.75,591.5,0,0,1,0,1
minimax-binpack-relational_qp_rr-b3-tokens30000,minimax-cn-coding-plan,MiniMax-M3,binpack,relational_qp_rr,3,tokens30000,32,30000,0,0,0,0,0,0,0,0,0,5,5,0,1,6,5,1,0,0,0,0,0,0,0,22017,True,0.2661,2492.1666666666665,719.8333333333334,,,,,
minimax-tsp-relational_qp_rr-b3-tokens30000,minimax-cn-coding-plan,MiniMax-M3,tsp,relational_qp_rr,3,tokens30000,32,30000,0,0,0,0,0,0,0,0,0,4,4,0,0,6,6,1,0,1,0,0,0,1,0,20917,True,0.30276666666666663,2313.0,808.3333333333334,,,,,
qwen-tsp-niche-b1-slots8,alibaba-token-plan-cn,qwen3.7-plus,tsp,niche,1,slots8,8,,0,0,0,0,0,0,0,0,0,1,0,0,0,8,8,3,1,4,1,1,0,4,2,19725,True,,1608.125,616.0,0,0,0,0,0
qwen-tsp-niche-b4-tokens30000,alibaba-token-plan-cn,qwen3.7-plus,tsp,niche,4,tokens30000,32,30000,0,0,0,0,0,0,0,0,0,2,0,0,0,10,10,3,0,3,0,0,0,3,0,25118,True,0.16273333333333329,1675.6,601.9,,,,,
qwen-binpack-relational_qp-b3-tokens30000,alibaba-token-plan-cn,qwen3.7-plus,binpack,relational_qp,3,tokens30000,32,30000,0,0,0,0,0,0,0,0,0,6,5,0,5,6,6,0,0,0,0,0,0,0,0,20131,True,0.32896666666666663,2654.0,530.5,,,,,
qwen-binpack-relational_rr-b1-tokens30000,alibaba-token-plan-cn,qwen3.7-plus,binpack,relational_rr,1,tokens30000,32,30000,0,0,0,0,0,0,0,0,0,6,5,0,3,6,6,0,0,0,0,0,0,0,0,19343,True,0.3552333333333333,2517.5,536.6666666666666,,,,,
qwen-tsp-relational_rr-b0-tokens30000,alibaba-token-plan-cn,qwen3.7-plus,tsp,relational_rr,0,tokens30000,32,30000,0,0,0,0,0,0,0,0,0,5,5,0,2,5,5,0,0,2,2,2,0,0,2,17815,True,0.4061666666666667,2730.6,611.6,0,0,2,0,1
