provider,model,task,regime,method,metric,metric_label,direction,n,mean,median,bootstrap_95_low,bootstrap_95_high,block_values
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,relational,restarts,restarts,lower,5,5.0,5.0,5.0,5.0,"{""0"": 5.0, ""1"": 5.0, ""2"": 5.0, ""3"": 5.0, ""4"": 5.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,relational_qp,validation_selected_test_loss,validation-selected mean test loss,lower,5,0.1100736213451577,0.10892689570996252,0.10545916129654795,0.11460680397412712,"{""0"": 0.10892689570996252, ""1"": 0.11352826487106794, ""2"": 0.10182804463758785, ""3"": 0.11780149380826194, ""4"": 0.10828340769890829}"
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,relational_qp,validation_selected_test_valid,validation-selected rule has valid test execution,higher,5,1.0,1.0,1.0,1.0,"{""0"": 1.0, ""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,relational_qp,common_gate_test_behavior_modes,test behavior modes within common quality gate,higher,5,2.6,2.0,2.0,3.4,"{""0"": 2.0, ""1"": 4.0, ""2"": 2.0, ""3"": 2.0, ""4"": 3.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,relational_qp,common_gate_test_eligible_size,test-eligible common-gate archive size,higher,5,2.8,3.0,2.2,3.4,"{""0"": 3.0, ""1"": 4.0, ""2"": 2.0, ""3"": 2.0, ""4"": 3.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,relational_qp,valid_fraction,valid generated fraction,higher,5,0.9666666666666666,1.0,0.9,1.0,"{""0"": 1.0, ""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 0.8333333333333334}"
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,relational_qp,tokens_used,reported input plus output tokens,lower,5,20198.8,19816.0,18854.8,21565.2,"{""0"": 18743.0, ""1"": 21382.0, ""2"": 19816.0, ""3"": 18486.0, ""4"": 22567.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,relational_qp,token_budget_valid,valid hard-token-ceiling run,higher,5,1.0,1.0,1.0,1.0,"{""0"": 1.0, ""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,relational_qp,learned_selector_test_loss,validation-fitted selector mean test loss,lower,0,,,,,{}
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,relational_qp,selector_gain_vs_single,selector improvement over validation-selected single rule,higher,0,,,,,{}
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,relational_qp,selector_seconds_per_instance,selector feature and prediction seconds per test instance,lower,0,,,,,{}
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,relational_qp,oracle_gain_upper_bound,test-instance oracle gain (upper bound only),higher,0,,,,,{}
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,relational_qp,parent_improvements,parent improvements,higher,5,0.0,0.0,0.0,0.0,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,relational_qp,neighborhood_improvements,behavior-neighborhood improvements,higher,5,0.0,0.0,0.0,0.0,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,relational_qp,productive_collisions,productive behavior collisions,higher,5,0.0,0.0,0.0,0.0,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,relational_qp,unproductive_collisions,unproductive behavior collisions,lower,5,3.6,4.0,2.2,4.6,"{""0"": 4.0, ""1"": 4.0, ""2"": 4.0, ""3"": 5.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,relational_qp,restarts,restarts,lower,5,5.2,5.0,5.0,5.6,"{""0"": 5.0, ""1"": 5.0, ""2"": 5.0, ""3"": 5.0, ""4"": 6.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,relational_qp_rr,validation_selected_test_loss,validation-selected mean test loss,lower,5,0.1100736213451577,0.10892689570996252,0.10545916129654795,0.11460680397412712,"{""0"": 0.10892689570996252, ""1"": 0.11352826487106794, ""2"": 0.10182804463758785, ""3"": 0.11780149380826194, ""4"": 0.10828340769890829}"
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,relational_qp_rr,validation_selected_test_valid,validation-selected rule has valid test execution,higher,5,1.0,1.0,1.0,1.0,"{""0"": 1.0, ""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,relational_qp_rr,common_gate_test_behavior_modes,test behavior modes within common quality gate,higher,5,3.4,3.0,2.2,4.8,"{""0"": 6.0, ""1"": 2.0, ""2"": 2.0, ""3"": 4.0, ""4"": 3.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,relational_qp_rr,common_gate_test_eligible_size,test-eligible common-gate archive size,higher,5,3.4,3.0,2.2,4.8,"{""0"": 6.0, ""1"": 2.0, ""2"": 2.0, ""3"": 4.0, ""4"": 3.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,relational_qp_rr,valid_fraction,valid generated fraction,higher,5,0.8533333333333333,0.8333333333333334,0.7266666666666667,0.9666666666666666,"{""0"": 1.0, ""1"": 1.0, ""2"": 0.6, ""3"": 0.8333333333333334, ""4"": 0.8333333333333334}"
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,relational_qp_rr,tokens_used,reported input plus output tokens,lower,5,19966.6,20396.0,18733.2,21069.6,"{""0"": 20396.0, ""1"": 18123.0, ""2"": 18838.0, ""3"": 22017.0, ""4"": 20459.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,relational_qp_rr,token_budget_valid,valid hard-token-ceiling run,higher,5,1.0,1.0,1.0,1.0,"{""0"": 1.0, ""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,relational_qp_rr,learned_selector_test_loss,validation-fitted selector mean test loss,lower,0,,,,,{}
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,relational_qp_rr,selector_gain_vs_single,selector improvement over validation-selected single rule,higher,0,,,,,{}
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,relational_qp_rr,selector_seconds_per_instance,selector feature and prediction seconds per test instance,lower,0,,,,,{}
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,relational_qp_rr,oracle_gain_upper_bound,test-instance oracle gain (upper bound only),higher,0,,,,,{}
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,relational_qp_rr,parent_improvements,parent improvements,higher,5,0.0,0.0,0.0,0.0,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,relational_qp_rr,neighborhood_improvements,behavior-neighborhood improvements,higher,5,0.0,0.0,0.0,0.0,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,relational_qp_rr,productive_collisions,productive behavior collisions,higher,5,0.0,0.0,0.0,0.0,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,relational_qp_rr,unproductive_collisions,unproductive behavior collisions,lower,5,2.4,2.0,2.0,2.8,"{""0"": 2.0, ""1"": 3.0, ""2"": 3.0, ""3"": 2.0, ""4"": 2.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,relational_qp_rr,restarts,restarts,lower,5,5.0,5.0,5.0,5.0,"{""0"": 5.0, ""1"": 5.0, ""2"": 5.0, ""3"": 5.0, ""4"": 5.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,relational_rr,validation_selected_test_loss,validation-selected mean test loss,lower,5,0.1100736213451577,0.10892689570996252,0.10545916129654795,0.11460680397412712,"{""0"": 0.10892689570996252, ""1"": 0.11352826487106794, ""2"": 0.10182804463758785, ""3"": 0.11780149380826194, ""4"": 0.10828340769890829}"
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,relational_rr,validation_selected_test_valid,validation-selected rule has valid test execution,higher,5,1.0,1.0,1.0,1.0,"{""0"": 1.0, ""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,relational_rr,common_gate_test_behavior_modes,test behavior modes within common quality gate,higher,5,2.6,2.0,2.0,3.4,"{""0"": 2.0, ""1"": 3.0, ""2"": 4.0, ""3"": 2.0, ""4"": 2.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,relational_rr,common_gate_test_eligible_size,test-eligible common-gate archive size,higher,5,2.8,3.0,2.2,3.4,"{""0"": 2.0, ""1"": 3.0, ""2"": 4.0, ""3"": 2.0, ""4"": 3.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,relational_rr,valid_fraction,valid generated fraction,higher,5,0.7466666666666667,0.8,0.52,0.96,"{""0"": 0.3333333333333333, ""1"": 0.6, ""2"": 1.0, ""3"": 1.0, ""4"": 0.8}"
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,relational_rr,tokens_used,reported input plus output tokens,lower,5,20332.6,20990.0,19151.8,21448.0,"{""0"": 21257.0, ""1"": 19071.0, ""2"": 21868.0, ""3"": 20990.0, ""4"": 18477.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,relational_rr,token_budget_valid,valid hard-token-ceiling run,higher,5,1.0,1.0,1.0,1.0,"{""0"": 1.0, ""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,relational_rr,learned_selector_test_loss,validation-fitted selector mean test loss,lower,0,,,,,{}
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,relational_rr,selector_gain_vs_single,selector improvement over validation-selected single rule,higher,0,,,,,{}
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,relational_rr,selector_seconds_per_instance,selector feature and prediction seconds per test instance,lower,0,,,,,{}
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,relational_rr,oracle_gain_upper_bound,test-instance oracle gain (upper bound only),higher,0,,,,,{}
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,relational_rr,parent_improvements,parent improvements,higher,5,0.0,0.0,0.0,0.0,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,relational_rr,neighborhood_improvements,behavior-neighborhood improvements,higher,5,0.2,0.0,0.0,0.6,"{""0"": 0.0, ""1"": 0.0, ""2"": 1.0, ""3"": 0.0, ""4"": 0.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,relational_rr,productive_collisions,productive behavior collisions,higher,5,0.0,0.0,0.0,0.0,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,relational_rr,unproductive_collisions,unproductive behavior collisions,lower,5,3.2,2.0,2.0,4.8,"{""0"": 2.0, ""1"": 2.0, ""2"": 4.0, ""3"": 6.0, ""4"": 2.0}"
minimax-cn-coding-plan,MiniMax-M3,binpack,tokens30000,relational_rr,restarts,restarts,lower,5,5.6,6.0,5.2,6.0,"{""0"": 6.0, ""1"": 5.0, ""2"": 6.0, ""3"": 6.0, ""4"": 5.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,niche,validation_selected_test_loss,validation-selected mean test loss,lower,5,0.05780233996116692,0.05868623046156355,0.049827692102924065,0.06741984809882876,"{""0"": 0.0753478855068519, ""1"": 0.05868623046156355, ""2"": 0.05206376641266345, ""3"": 0.05899181756092463, ""4"": 0.04392199986383107}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,niche,validation_selected_test_valid,validation-selected rule has valid test execution,higher,5,1.0,1.0,1.0,1.0,"{""0"": 1.0, ""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,niche,common_gate_test_behavior_modes,test behavior modes within common quality gate,higher,5,3.4,3.0,2.2,4.6,"{""0"": 3.0, ""1"": 5.0, ""2"": 5.0, ""3"": 2.0, ""4"": 2.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,niche,common_gate_test_eligible_size,test-eligible common-gate archive size,higher,5,3.8,3.0,3.0,4.6,"{""0"": 3.0, ""1"": 5.0, ""2"": 5.0, ""3"": 3.0, ""4"": 3.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,niche,valid_fraction,valid generated fraction,higher,5,0.925,1.0,0.825,1.0,"{""0"": 1.0, ""1"": 0.875, ""2"": 1.0, ""3"": 1.0, ""4"": 0.75}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,niche,tokens_used,reported input plus output tokens,lower,5,22312.4,22100.0,21296.0,23303.6,"{""0"": 23593.0, ""1"": 20317.0, ""2"": 22100.0, ""3"": 23616.0, ""4"": 21936.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,niche,token_budget_valid,valid hard-token-ceiling run,higher,0,,,,,{}
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,niche,learned_selector_test_loss,validation-fitted selector mean test loss,lower,5,0.06062152492235623,0.06240676040564471,0.05091465481513315,0.0703283950295793,"{""0"": 0.07428265835133005, ""1"": 0.07033494901979585, ""2"": 0.05102935154440657, ""3"": 0.06240676040564471, ""4"": 0.04505390529060397}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,niche,selector_gain_vs_single,selector improvement over validation-selected single rule,higher,5,-0.002819184961189311,-0.0011319054267728973,-0.007459174272779029,0.0006134757241569117,"{""0"": 0.0010652271555218473, ""1"": -0.011648718558232303, ""2"": 0.0010344148682568804, ""3"": -0.0034149428447200827, ""4"": -0.0011319054267728973}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,niche,selector_seconds_per_instance,selector feature and prediction seconds per test instance,lower,5,0.0021452699994875327,0.001848533335659239,0.0017912822219336196,0.002749093887137456,"{""0"": 0.00332374444244326, ""1"": 0.001779836110977663, ""2"": 0.0020001333323307335, ""3"": 0.001848533335659239, ""4"": 0.0017741027760267672}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,niche,oracle_gain_upper_bound,test-instance oracle gain (upper bound only),higher,5,0.023358389193017085,0.01950776791614496,0.019148468014573726,0.028196195184404794,"{""0"": 0.01950776791614496, ""1"": 0.031235029385124367, ""2"": 0.018773260897165245, ""3"": 0.027931862585454263, ""4"": 0.01934402518119659}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,niche,parent_improvements,parent improvements,higher,5,1.8,1.0,1.0,3.0,"{""0"": 1.0, ""1"": 4.0, ""2"": 1.0, ""3"": 2.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,niche,neighborhood_improvements,behavior-neighborhood improvements,higher,5,1.2,1.0,0.2,2.2,"{""0"": 3.0, ""1"": 2.0, ""2"": 1.0, ""3"": 0.0, ""4"": 0.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,niche,productive_collisions,productive behavior collisions,higher,5,1.0,0.0,0.0,2.2,"{""0"": 3.0, ""1"": 2.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,niche,unproductive_collisions,unproductive behavior collisions,lower,5,1.4,1.0,0.4,2.8,"{""0"": 4.0, ""1"": 1.0, ""2"": 1.0, ""3"": 0.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,niche,restarts,restarts,lower,5,1.0,1.0,1.0,1.0,"{""0"": 1.0, ""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,relational,validation_selected_test_loss,validation-selected mean test loss,lower,5,0.060809782863677775,0.05206376641266345,0.049851251045059455,0.07224718375004405,"{""0"": 0.07798923407672351, ""1"": 0.04672769730895216, ""2"": 0.05206376641266345, ""3"": 0.07539966942268499, ""4"": 0.05186854709736476}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,relational,validation_selected_test_valid,validation-selected rule has valid test execution,higher,5,1.0,1.0,1.0,1.0,"{""0"": 1.0, ""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,relational,common_gate_test_behavior_modes,test behavior modes within common quality gate,higher,5,3.4,4.0,1.6,5.2,"{""0"": 1.0, ""1"": 7.0, ""2"": 4.0, ""3"": 4.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,relational,common_gate_test_eligible_size,test-eligible common-gate archive size,higher,5,3.4,4.0,1.6,5.2,"{""0"": 1.0, ""1"": 7.0, ""2"": 4.0, ""3"": 4.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,relational,valid_fraction,valid generated fraction,higher,5,1.0,1.0,1.0,1.0,"{""0"": 1.0, ""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,relational,tokens_used,reported input plus output tokens,lower,5,30175.4,29521.0,29149.0,31624.4,"{""0"": 32930.0, ""1"": 29018.0, ""2"": 29094.0, ""3"": 30314.0, ""4"": 29521.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,relational,token_budget_valid,valid hard-token-ceiling run,higher,0,,,,,{}
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,relational,learned_selector_test_loss,validation-fitted selector mean test loss,lower,5,0.059083012436141266,0.055007865633701816,0.04838864044899794,0.07075808214705435,"{""0"": 0.07798923407672352, ""1"": 0.055007865633701816, ""2"": 0.041599121208279174, ""3"": 0.06895029416463706, ""4"": 0.05186854709736476}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,relational,selector_gain_vs_single,selector improvement over validation-selected single rule,higher,5,0.0017267704275365087,0.0,-0.0036782259432402084,0.007252429247315194,"{""0"": 0.0, ""1"": -0.008280168324749655, ""2"": 0.010464645204384275, ""3"": 0.0064493752580479236, ""4"": 0.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,relational,selector_seconds_per_instance,selector feature and prediction seconds per test instance,lower,5,0.0021195727782065254,0.001930197222261793,0.0018474583332944248,0.0024055861124199713,"{""0"": 0.002559047224672718, ""1"": 0.00189571666608875, ""2"": 0.001930197222261793, ""3"": 0.0024550722219929513, ""4"": 0.0017578305560164154}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,relational,oracle_gain_upper_bound,test-instance oracle gain (upper bound only),higher,5,0.02007549297789581,0.020277072221394344,0.004055414444278869,0.03609557151151275,"{""0"": 0.0, ""1"": 0.020277072221394344, ""2"": 0.037334528000959225, ""3"": 0.042765864667125474, ""4"": 0.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,relational,parent_improvements,parent improvements,higher,5,0.4,0.0,0.0,0.8,"{""0"": 0.0, ""1"": 1.0, ""2"": 0.0, ""3"": 1.0, ""4"": 0.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,relational,neighborhood_improvements,behavior-neighborhood improvements,higher,5,0.4,0.0,0.0,0.8,"{""0"": 1.0, ""1"": 1.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,relational,productive_collisions,productive behavior collisions,higher,5,0.2,0.0,0.0,0.6,"{""0"": 0.0, ""1"": 1.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,relational,unproductive_collisions,unproductive behavior collisions,lower,5,0.6,1.0,0.2,1.0,"{""0"": 1.0, ""1"": 1.0, ""2"": 1.0, ""3"": 0.0, ""4"": 0.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,relational,restarts,restarts,lower,5,6.2,6.0,5.6,6.8,"{""0"": 7.0, ""1"": 6.0, ""2"": 6.0, ""3"": 5.0, ""4"": 7.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,relational_qp,validation_selected_test_loss,validation-selected mean test loss,lower,5,0.06497247960898656,0.05733297248122856,0.053039519900256994,0.07737532688404888,"{""0"": 0.07798923407672351, ""1"": 0.05733297248122856, ""2"": 0.05206376641266345, ""3"": 0.08560787797695248, ""4"": 0.05186854709736476}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,relational_qp,validation_selected_test_valid,validation-selected rule has valid test execution,higher,5,1.0,1.0,1.0,1.0,"{""0"": 1.0, ""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,relational_qp,common_gate_test_behavior_modes,test behavior modes within common quality gate,higher,5,2.8,3.0,1.4,4.2,"{""0"": 1.0, ""1"": 5.0, ""2"": 4.0, ""3"": 3.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,relational_qp,common_gate_test_eligible_size,test-eligible common-gate archive size,higher,5,2.8,3.0,1.4,4.2,"{""0"": 1.0, ""1"": 5.0, ""2"": 4.0, ""3"": 3.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,relational_qp,valid_fraction,valid generated fraction,higher,5,0.925,1.0,0.825,1.0,"{""0"": 1.0, ""1"": 1.0, ""2"": 1.0, ""3"": 0.75, ""4"": 0.875}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,relational_qp,tokens_used,reported input plus output tokens,lower,5,30485.8,30708.0,29580.0,31379.6,"{""0"": 31058.0, ""1"": 29108.0, ""2"": 30708.0, ""3"": 32037.0, ""4"": 29518.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,relational_qp,token_budget_valid,valid hard-token-ceiling run,higher,0,,,,,{}
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,relational_qp,learned_selector_test_loss,validation-fitted selector mean test loss,lower,5,0.06234929763844922,0.059174678118603205,0.05562980044383119,0.07046341169347539,"{""0"": 0.07798923407672352, ""1"": 0.05761861495291162, ""2"": 0.059174678118603205, ""3"": 0.06509541394664296, ""4"": 0.05186854709736476}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,relational_qp,selector_gain_vs_single,selector improvement over validation-selected single rule,higher,5,0.0026231819705373376,0.0,-0.004266547023563853,0.012250349923849088,"{""0"": 0.0, ""1"": -0.00028564247168305634, ""2"": -0.007110911705939756, ""3"": 0.0205124640303095, ""4"": 0.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,relational_qp,selector_seconds_per_instance,selector feature and prediction seconds per test instance,lower,5,0.0018716661097844026,0.0018642555547153784,0.0017822883324697613,0.00198040388770298,"{""0"": 0.0018642555547153784, ""1"": 0.0018823027753064202, ""2"": 0.001724783331155777, ""3"": 0.0018206250000124176, ""4"": 0.0020663638877320206}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,relational_qp,oracle_gain_upper_bound,test-instance oracle gain (upper bound only),higher,5,0.021124345130353737,0.022142486899921397,0.004428497379984279,0.03782019288072319,"{""0"": 0.0, ""1"": 0.034856505020247494, ""2"": 0.022142486899921397, ""3"": 0.04862273373159979, ""4"": 0.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,relational_qp,parent_improvements,parent improvements,higher,5,0.2,0.0,0.0,0.6,"{""0"": 0.0, ""1"": 1.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,relational_qp,neighborhood_improvements,behavior-neighborhood improvements,higher,5,0.2,0.0,0.0,0.6,"{""0"": 1.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,relational_qp,productive_collisions,productive behavior collisions,higher,5,0.0,0.0,0.0,0.0,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,relational_qp,unproductive_collisions,unproductive behavior collisions,lower,5,1.0,1.0,0.4,1.6,"{""0"": 2.0, ""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 0.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,relational_qp,restarts,restarts,lower,5,6.0,6.0,5.2,6.8,"{""0"": 7.0, ""1"": 5.0, ""2"": 6.0, ""3"": 5.0, ""4"": 7.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,relational_qp_rr,validation_selected_test_loss,validation-selected mean test loss,lower,5,0.0595154545926295,0.052108111771053,0.05199454775822189,0.0681323212126689,"{""0"": 0.07353049598430739, ""1"": 0.0680063516977589, ""2"": 0.05206376641266345, ""3"": 0.052108111771053, ""4"": 0.05186854709736476}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,relational_qp_rr,validation_selected_test_valid,validation-selected rule has valid test execution,higher,5,1.0,1.0,1.0,1.0,"{""0"": 1.0, ""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,relational_qp_rr,common_gate_test_behavior_modes,test behavior modes within common quality gate,higher,5,2.2,2.0,1.2,3.2,"{""0"": 1.0, ""1"": 4.0, ""2"": 1.0, ""3"": 3.0, ""4"": 2.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,relational_qp_rr,common_gate_test_eligible_size,test-eligible common-gate archive size,higher,5,2.6,3.0,1.4,3.8,"{""0"": 1.0, ""1"": 5.0, ""2"": 1.0, ""3"": 3.0, ""4"": 3.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,relational_qp_rr,valid_fraction,valid generated fraction,higher,5,1.0,1.0,1.0,1.0,"{""0"": 1.0, ""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 1.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,relational_qp_rr,tokens_used,reported input plus output tokens,lower,5,32376.2,32300.0,30434.0,34318.4,"{""0"": 34971.0, ""1"": 32300.0, ""2"": 34675.0, ""3"": 29554.0, ""4"": 30381.0}"
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,relational_qp_rr,token_budget_valid,valid hard-token-ceiling run,higher,0,,,,,{}
minimax-cn-coding-plan,MiniMax-M3,tsp,slots8,relational_qp_rr,learned_selector_test_loss,validation-fitted selector mean test loss,lower,5,0.05678072866737068,0.05331990485278201,0.051504306592387084,0.06544625953169722,"{""0"": 0.07353049598430737, ""1"": 0.05331990485278201, ""2"": 0.05206376641266345, ""3"": 0.05475533085601489, ""4"": 0.050234145231085686}"
